"url","img_src","year_make_model","price"
"https://www.ebay.com/itm/397371221741?itmmeta=01KD7AGEHEN9N60TRF2465MYZJ&hash=item5c852ba6ed:g:bWsAAeSwskhpNw-n&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02vtqpCCTixnJGvtYP49y7RdAhZ4Aw6YU7lCkS8%2FUImMHgaSlQMwcBe3N5QCcJLx9pOGtRH2S0DfPffoCMgiV5eOd6kQwH%2B4H68%2BMYa8cM9Jsmkah8Siyvzg4GCPQsOviiDb66%2BiChnZ8eD999Riny4tWC90HymXiAeSHYrQw385NdEG3gx2UlgSg9g8C3%2B55uXIiJ01h%2BxNAMDErboUZfWy2xiMyAvhgBld7gxVTzY6iw%3D%3D%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/bWsAAeSwskhpNw-n/s-l1600.webp","1959 AMC Rambler","$13,900.00"
"https://www.ebay.com/itm/357998772756?itmmeta=01KD7AGEHEGATM4Z2N9TAGP00F&hash=item535a63c214:g:44EAAeSw6g5pN3rQ&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02vGwE0VuAC1ecwgTunweLwdfAW4f0YmQMObMCOEefJHh3fJiYljVbq7%2FgYC5uegYGOxKe%2Fw9Vb9zQSO7cjM497%2BOtSxUAweR82Mw47PQzHcAq%2BZ9bC1muc8mpA6lBMKdtxF6O978m1gplv9NE9cbi74FqcrD7htD%2BV6Da3dGFvWM391yclbg3kpSPG%2BJ4imb65WuzzaQ5zEsAt54UHecJSkUP%2Bq%2BWgXh%2FLQMtgcaYb2xg%3D%3D%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/44EAAeSw6g5pN3rQ/s-l1600.webp","1964 AMC Rambler Classic","$35,000.00"
"https://www.ebay.com/itm/257269378209?itmmeta=01KD7AGEHE6P15TW6YR5GE6RW3&hash=item3be6732ca1:g:Yh4AAeSwNAVo99bl&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02sp7tLe2HWof%2BiwiUoGMY71EA3rQDhwjEgjcNMhAtp4b%2F8bUkjzVTzQTPQv21Zl6o8jwgkvCglA8qlX3xj5xfXG4iUtyBmBFLSnk8Yqq%2BQHJjFOIG%2FcYNhxwtdScNddhK3M%2BzZgwCUYP5uV%2Fb42nRhFbiDNU8YIj6yB%2FxsMu9urUw77bYHtfJWjLlhsInleVPdvlIfpPPNXJ69Bqzf4HwUhlYIH%2FyljcsgOZpb%2FwhYBr1VN6a2JJBUfldLHVxQu%2FpoZ2YYl%2Bj3WizQEIgS%2Fzdc2%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/Yh4AAeSwNAVo99bl/s-l1600.webp","1958 AMC Rambler American","$14,999.00"
"https://www.ebay.com/itm/397316377298?itmmeta=01KD7AGEHE9TEPVNKM9CPFA443&hash=item5c81e6cad2:g:wBoAAeSwwWFpJOB5&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02uXs05A05u%2Fx3qcg2SMmem1qLU94baEEA%2FD%2FLA%2B6zZIlsN%2BIvI%2BNREUUEC1ouan%2BQMgT5rJdnrnDkZ4ryhnZIqWA%2FUY4tgKqUyUZLaxdYfZeKKXrXVXfqeVEMJnjqHFYhDLZQIopkJnjS%2B3cWdCEWIQj6MCsUmIEeURbLIgiyufVQ3XhKUJQ%2FBl9O2T00PeWgQYNbUu97kqqfx%2BX8heEcUTCzkRfn3vIyb%2BNuhmvL2%2FjN5NcOJJ08yAGW4chbGkPwtbctih5MbMPj%2BjdFmMTrZM%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/wBoAAeSwwWFpJOB5/s-l1600.webp","1984 AMC Eagle","$11,900.00"
"https://www.ebay.com/itm/277541611723?itmmeta=01KD7AGEHEWBRQM8KWKS8QQANM&hash=item409ec4e8cb:g:pQYAAeSwXZ9pKqaA&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02safXLbNKnwQQ0sRZVhRUgU0HyapjXMFh77t7jo4s5uPXyoufodiAr25en7WdW6qhPIwpUpnmS1nVn2rmtKRh1dvmwzyzNIvipIjAlH1w7A59selVEhp08p2bTQDDC0aAHJ3zrQB15D%2BgVzM7tjggKt2yNv2jwG6Ua%2FUyoLc%2BYdVcqQx61HYwAEmjuAR03e6PO65q5GcWIGW4ksfGjsIBJR7CB%2BphqEQEdddT1eL29kgQ%3D%3D%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/pQYAAeSwXZ9pKqaA/s-l1600.webp","1964 AMC Rambler 1964 AMC RAMBLER AMERICAN 440 CONVERTIBLE","$16,500.00"
"https://www.ebay.com/itm/167999838516?itmmeta=01KD7AGEHEJ1WTC3DF8541QVT5&hash=item271d921934:g:wpgAAeSwdilpFSeU&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02s%2F39rYCs%2Bev3bSV183m9wg47yiqjTObvSUjCqWIoHMAE0ThrKeJjVzUY2JvjMhg%2Bll%2B5LB80KHGXXv3AqV6M1KOwowlyF592vAtPRMxp7UAQ4o137VrEWtGKo1DSzyF0q5C%2BokrkXGvMq5izIaaWsS4mn%2FXTimdZxqmBRw%2FtpB9T9k6tNkFGO%2Fiua3LmkXHEVqAG8mTiJHCVIOe7TXXrL%2BeJa3h5PSZkNYE%2BDPAPD95A%3D%3D%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/wpgAAeSwdilpFSeU/s-l1600.webp","1971 AMC Hornet SC/360 Tribute","$41,000.00"
"https://www.ebay.com/itm/127575371271?itmmeta=01KD7AGEHEA53G9HPNJJKJZQ1T&hash=item1db415ae07:i:127575371271&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02u98iyKa3eopXArppZSTSbGljCuSLsORyZ3S0bY9%2BiZ%2Flg1UYxwbfKVacv%2FHGU0FC%2FPpaLnI0b8joPfHnCDMBfwBKUZsPwHDa%2Bl9lQLYpOlyHGr%2BRCxfoEcTzkjXIaNmu4VvEkFCA4gPIwY6PE%2FnqN0N%2F5GtdOxw3mK5LLq6BeMIc9ZF%2BOsCVc%2Ba7Fw603e%2BX3NG5a9nzRSZlNSnc39aL%2BzBzopPz3RrDv%2BxFqIM0Xeqt0%2Ffq9ksH9PV5seH2A2nAh7HKNl17wJytoxnupCuMho%7Ctkp%3ABk9SR_LowerpZg","https://secureir.ebaystatic.com/pictures/aw/pics/stockimage1.jpg","1980 AMC Concord DL 2 Door Sedan","$10,000.00"
"https://www.ebay.com/itm/168008998812?itmmeta=01KD7AGEHEKK53AZFFN5XGXN5G&hash=item271e1ddf9c:g:t7cAAeSwWJJpQgOr&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02vyFaR50tfnDh1pXy%2BuLOIdU0LdNGMjPYRBYuYi0q%2BJTTDcB4yS3gQMlkbZDo6j6hQ41tl%2BvlgCX0rZx0YoU8VVF%2BVrKNxaRGo4MUNDTPiDGmUsm2pc0a87kNfFzCy28zwosTyH6PyuQjHibgUXRFUqe7%2F9GAIHnhNRZeEYseuPw%2FkY2zIZrnN%2F60US9mR5K%2F7lFAogD7MFNW%2FVTVFd5FkFyVWtneDO8Q%2FkcGuR8QYr6w%3D%3D%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/t7cAAeSwWJJpQgOr/s-l1600.webp","1962 AMC Rambler","$16,500.00"
"https://www.ebay.com/itm/177645259599?itmmeta=01KD7AGEHED7B3QDDEFGCY3FBT&hash=item295c7b8b4f:g:JzUAAeSwF7JpMc2U&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02s2vhjgHlVUWARqTcEL1MalFD5MNazXWhYXz6wFryWMwIVMCxtTi1TiuAzeVB%2F9TC9cRBhy%2F2Z%2BjuGZKqXbe%2BMTn0RI4xNW0z7G4qKPUA5KkKW6YpVDPFS%2FC34HqNfqeanAEmWx9IQDSX%2Bx8tLcrJU7kPIMU%2B7ZhhUGTHErDO5TOUAbImJhhq6t6rrDO9bsUKlacWvC3oQaIZAnpZPfwoTSmKWsRrvoF8z48k8nzfGZO7iQidkn4x%2BC%2Fm2H9H49i%2BHsOdQsme6TwK9otdW%2BqPau%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/JzUAAeSwF7JpMc2U/s-l1600.webp","1969 AMC AMX","$82,998.00"
"https://www.ebay.com/itm/397371218097?itmmeta=01KD7AGEHEHGJQNZ5XGE636QP9&hash=item5c852b98b1:g:GAEAAeSwvZ9pNw-H&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02tBiwRlHDfnVSMSfxoebr6p22zIuGumqeY9iFDVOuslYlemeBoQ1TlW7FHj%2BvvWuPe5n9qBZjFZ1pqBPhEm1fwFpMVaitcnlhjApK3ChwJGO4Qg7oc6VdUCpOxzjJoGfYh%2Bo%2Bz93BBiYrMItXY61TcjPNV5raLl6Mph7Qgwc%2FsatHg8NSwA4F44zc%2BmPTZvCnjgL6PsUVt6g9jd7HPr5BwMETbPbGtD4wAUJVrI4avdb3PPJvl1x8p%2Fbc%2FX9%2BshrMXLqEfNpMTFY3EWQbuFfk7e%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/GAEAAeSwvZ9pNw-H/s-l1600.webp","1939 AMC Other","$24,900.00"
"https://www.ebay.com/itm/287015805542?itmmeta=01KD7AGEHEE61QETX4FNZSXC3J&hash=item42d379a266:g:VLIAAeSwAxFosQ8y&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02u1wUWbrPAUMIGRDg4HPdQrkQvue1xKp%2BjegktT127la7zZUCzaUUhXBuZ2gerRGoUkCUEVG7WQI6AEXmeOpDbOqkeo4hUuQz2QaHluc%2Be9LvWCxDZ8VNioY1JLRYQUA9vxDAsncj0kbf3HNB5VJ5oTWn%2BBoB56jQJNz2u%2FPSNXC%2BwkxcqhS24lNkZkEHYXVe7VcOMvbzU9gTqXf3HCAPo3282I3PrN9YrRPKQb7ProDg%3D%3D%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/VLIAAeSwAxFosQ8y/s-l1600.webp","1963 AMC Rambler Classic 550","$16,995.00"
"https://www.ebay.com/itm/167956507735?itmmeta=01KD7AGEHE2MWA6M8S8FQXDY70&hash=item271afcec57:g:L~sAAeSwuClonS-6&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02veltylRBGfd6YPymN2GsDKZzCDhjHWCW6uE6w1nx9tLjm11ucFOg8%2FctyzjSGSvd8oaCdEf2NTh1N%2Fj8fjNayBxrusymIE5v4AvSF%2BScUiDIba0FatbelZIY5SOuoPqHBSGy0kNARRZVs7bOYpzc6dJo9W%2FnhdzmxMabUhN8CMEesmVBFwkatRDt3ehM%2BXCYRRUqv8hiPe9WIsUulLKszCjJdYDGQpEMRHiFARulX6Ow%3D%3D%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/L~sAAeSwuClonS-6/s-l1600.webp","1973 AMC Gremlin","$20,000.00"
"https://www.ebay.com/itm/167978817577?itmmeta=01KD7AGEHEJERD12CKB1YPN914&hash=item271c515829:g:4cYAAeSwWgZoui3v&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02tCPW1oa1ooOYZBeTqUNYb8yzz02Q5IOPSiB12Z9TMFZoAFOcrOnhCatrw6Rd0P5IF1SCJ%2FSzhFaDTOLwpUFd4lblHmDd6POX1IUCCDTfAynT4rud8zCDUYxIjsV464NksfVRonFDnrqan50IU90aJD9Afs1VS6WPGvODWBVOdZbYuKI1aIZIgYJUc3UlmV0gcpUuRbsYI3NaK1CJO1DS6x3dbym4i5Vqf4KlI0gEcVe%2F2vv2Yb%2Fs7P7VHX%2BGOTzVbln%2BqGab8Sn7CcOxNPJ0ov%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/4cYAAeSwWgZoui3v/s-l1600.webp","1968 AMC Javelin","$27,000.00"
"https://www.ebay.com/itm/127545561682?itmmeta=01KD7AGEHECVMEK4SR78S44G4V&hash=item1db24ed252:g:8hUAAeSwWORpONKI&itmprp=enc%3AAQAKAAAA4NHOg0D50eDiCdi%2FfP0r02v%2FeliztGOWOVcPUtzKdSVjYdP8IEMAqxMduUzCX7CoPFqKz6f5xdJVsbe%2BVD4F92ChwpE7GzqZaNCw2wYnVU6eMHJQn2lmUcX5t6YDwbqEgHIhRjramYv4l4TUSNWskREICh4zpjRfGrl29J73s60oaX%2B6tjAfJyhCxt3g3bKm%2FF%2FhqyrjNfLNG96am%2BpwAruDSAlpfChiKfiZqeJkXDLPprBKp5myAvmsT7Xg4bPmN%2Bj%2Fo1y7NHOMhWeUCtWVzE0LYgUTnbYqeA9Jrms%2BTLPe%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/8hUAAeSwWORpONKI/s-l1600.webp","1979 AMC Spirit Hatchback","$29,000.00"
"https://www.ebay.com/itm/277541590311?itmmeta=01KD7AGEHEMBGMCMQ1Z5P14B32&hash=item409ec49527:g:1ucAAeSwOZ9pKqUO&itmprp=enc%3AAQAKAAAAwNHOg0D50eDiCdi%2FfP0r02tIFpwXdB8JVG5BYBo106cBJCEJ6NZBiDXh7TTJ1%2FJxwYM%2FsNhgHnjT%2FGalZ2t1zbCYQJO56ySBS4F%2BN5Or1Bk9CyIe6Dfse4lmR1aJAFlzY5NMDThXkn%2FXXWDEMqPEjJ34yCyM3hcP7I9vh4ufj1jIuh%2BfbGCQ1mHIzN%2BCfkOSX8CzqQfXH896l5voRb5q9pD7BQjmfD8DTBZN2ap6nfTH%2FQ0b4RlpKkfdBXQGY237Zw%3D%3D%7Ctkp%3ABk9SR_LowerpZg","https://i.ebayimg.com/images/g/1ucAAeSwOZ9pKqUO/s-l1600.webp","1979 AMC AMX Turbo 400 Auto, Moser Ford 9” Rear End, Garage Kept","$34,000.00"
