"url","img_src"
"https://tunedbyanton.com/dyno-results/holden-ve-ss-l98-turbo/","https://tunedbyanton.com/wp-content/uploads/2025/04/VESS-768x512.webp"
"https://tunedbyanton.com/dyno-results/mitsubishi-evolution-8/","https://tunedbyanton.com/wp-content/uploads/2022/04/Evo8-768x512.jpg"
"https://tunedbyanton.com/dyno-results/audi-rs6-stage-2/","https://tunedbyanton.com/wp-content/uploads/2024/02/RS6-768x512.jpg"
"https://tunedbyanton.com/dyno-results/ford-fg-xr6/","https://tunedbyanton.com/wp-content/uploads/2022/04/XR6T-768x512.jpg"
"https://tunedbyanton.com/dyno-results/bmw-e30-m30/","https://tunedbyanton.com/wp-content/uploads/2022/04/E30-768x512.jpg"
"https://tunedbyanton.com/dyno-results/nissan-r35-gt-r-hks-gt800-dodson-gr6-ecutek/","https://tunedbyanton.com/wp-content/uploads/2025/07/IMG_4889-768x512.webp"
"https://tunedbyanton.com/dyno-results/holden-vl/","https://tunedbyanton.com/wp-content/uploads/2022/04/VL-768x512.jpg"
"https://tunedbyanton.com/dyno-results/bmw-m3-harrop-supercharger/","https://tunedbyanton.com/wp-content/uploads/2022/04/IMG_2042-1620x1080-1.jpg"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-9-2/","https://tunedbyanton.com/wp-content/uploads/2022/05/Evo9-1-768x512.jpg"
"https://tunedbyanton.com/dyno-results/supra-gtx3582-2jz/","https://tunedbyanton.com/wp-content/uploads/2024/02/Supra-768x512.jpg"
"https://tunedbyanton.com/dyno-results/nissan-silvia-s15-1jz/","https://tunedbyanton.com/wp-content/uploads/2022/12/S15-drift-car-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-7-motec/","https://tunedbyanton.com/wp-content/uploads/2023/11/Evo7-1-768x512.jpg"
"https://tunedbyanton.com/dyno-results/nissan-r35-gtr-stage-2/","https://tunedbyanton.com/wp-content/uploads/2023/11/R35-GTR-2-1-768x512.jpg"
"https://tunedbyanton.com/dyno-results/toyota-chaser-jzx100-g30-900/","https://tunedbyanton.com/wp-content/uploads/2024/07/jzx1002-768x1024.jpg"
"https://tunedbyanton.com/dyno-results/nissan-skyline-r33-gtr-motec/","https://tunedbyanton.com/wp-content/uploads/2024/12/GTR-R33-768x512.webp"
"https://tunedbyanton.com/dyno-results/toyota-cressida-1jz-swap/","https://tunedbyanton.com/wp-content/uploads/2024/10/cressida-2-768x512.webp"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-8/","https://tunedbyanton.com/wp-content/uploads/2022/04/evo9-2-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-c63s/","https://tunedbyanton.com/wp-content/uploads/2022/04/C63S-768x512.jpg"
"https://tunedbyanton.com/dyno-results/toyota-supra-twin-turbo/","https://tunedbyanton.com/wp-content/uploads/2022/04/SupraTT-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-8-turbosmart-6466/","https://tunedbyanton.com/wp-content/uploads/2023/11/evo8-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mitsubishi-evo-8-g30-900-374kw/","https://tunedbyanton.com/wp-content/uploads/2023/08/Evo8-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mitsubishi-lancer-gsr/","https://tunedbyanton.com/wp-content/uploads/2022/04/lancer3GSR-768x512.jpg"
"https://tunedbyanton.com/dyno-results/ford-fg-xr50/","https://tunedbyanton.com/wp-content/uploads/2023/11/FG-XR50-768x512.jpg"
"https://tunedbyanton.com/dyno-results/nissan-r35-gtr-stage-1/","https://tunedbyanton.com/wp-content/uploads/2025/07/R35GTR-768x563.webp"
"https://tunedbyanton.com/dyno-results/holden-vz-crewman-6-2-harrop-supercharger/","https://tunedbyanton.com/wp-content/uploads/2025/10/crewman-768x512.webp"
"https://tunedbyanton.com/dyno-results/honda-integra-del-sol/","https://tunedbyanton.com/wp-content/uploads/2022/04/Integra-768x512.jpg"
"https://tunedbyanton.com/dyno-results/audi-rsq8-stage-2/","https://tunedbyanton.com/wp-content/uploads/2024/07/RSQ8-768x512.png"
"https://tunedbyanton.com/dyno-results/mercedes-c63s-amg/","https://tunedbyanton.com/wp-content/uploads/2022/05/c63s-768x512.jpg"
"https://tunedbyanton.com/dyno-results/mercedes-c63s-fl-stage-1/","https://tunedbyanton.com/wp-content/uploads/2025/10/c63s-768x512.webp"
